,scenario,plan,worker,syncthreadpoolsize,image,notes,http_reqs_count,http_reqs_rate,checks_passes,checks_fails,iterations_count,iterations_rate,virtual_users_max,virtual_users_min,virtual_users_max_max,virtual_users_max_min,http_req_blocked_avg,http_req_blocked_max,http_req_blocked_med,http_req_blocked_min,http_req_blocked_p90,http_req_blocked_p95,http_req_connecting_avg,http_req_connecting_max,http_req_connecting_med,http_req_connecting_min,http_req_connecting_p90,http_req_connecting_p95,http_req_duration_avg,http_req_duration_max,http_req_duration_med,http_req_duration_min,http_req_duration_p90,http_req_duration_p95,http_req_receiving_avg,http_req_receiving_max,http_req_receiving_med,http_req_receiving_min,http_req_receiving_p90,http_req_receiving_p95,http_req_sending_avg,http_req_sending_max,http_req_sending_med,http_req_sending_min,http_req_sending_p90,http_req_sending_p95,http_req_tls_handshaking_avg,http_req_tls_handshaking_max,http_req_tls_handshaking_med,http_req_tls_handshaking_min,http_req_tls_handshaking_p90,http_req_tls_handshaking_p95,http_req_waiting_avg,http_req_waiting_max,http_req_waiting_med,http_req_waiting_min,http_req_waiting_p90,http_req_waiting_p95,iteration_duration_avg,iteration_duration_max,iteration_duration_med,iteration_duration_min,iteration_duration_p90,iteration_duration_p95
36,asynccpuintensivesleep,ep3,1,10,pywinder-wrk1-stp-10,,146,0.44237199561051804,146,0,146,0.44237199561051804,25,1,25,25,0.077965753424657,0.923,0.002,0.001,0.30000000000000004,0.622,0.052602739726027005,0.542,0.0,0.0,0.218,0.35175,44893.03457534246,54645.086,54415.102,2206.04,54605.568,54623.5855,0.16746575342465703,7.705,0.0575,0.034,0.3265,0.463499999999999,0.023815068493150002,0.157,0.012,0.009000000000000001,0.064,0.10075,0,0,0,0,0,0,44892.84329452055,54645.039,54414.8545,2205.832,54605.493,54623.51125,44891.53267962328,54643.31523,54413.5940625,2206.127072,54603.760699499995,54621.84729525
37,asynccpuintensive,ep3,4,10,pywinder-wrk4-stp-10,,3229,10.757189902180198,3229,0,3229,10.757189902180198,25,1,25,25,0.004673892846082,1.298,0.002,0.001,0.003,0.003,0.0017330442861560001,0.548,0.0,0.0,0.0,0.0,2044.6054177763965,4829.908,1859.318,329.321,3708.3546,4187.774199999998,0.202970888820067,4.956,0.08700000000000001,0.024,0.45020000000000004,0.522,0.013433261071539,0.128,0.012,0.007,0.015,0.018000000000000002,0,0,0,0,0,0,2044.3890136265054,4829.855,1858.949,329.273,3708.2970000000005,4187.583399999999,2044.6484971176844,4829.853132,1859.375454,329.415653,3708.3407588000005,4187.751888799998
38,synchtmlparsing,ep3,1,20,pywinder-wrk1-stp-none,,14949,49.82269815143459,29898,0,14949,49.82269815143459,50,1,50,50,0.003482574085223,0.892,0.002,0.001,0.003,0.003,0.000782259682921,0.418,0.0,0.0,0.0,0.0,878.336366111444,1604.743,986.45,20.961,1052.953,1074.1793999999998,0.124762592815572,7.661,0.043000000000000003,0.019,0.314,0.483,0.144445782326577,0.466,0.136,0.078,0.186,0.20500000000000002,0,0,0,0,0,0,878.0671577363054,1604.263,986.195,20.815,1052.7241999999999,1073.9915999999998,879.2792326473348,1605.70591,987.360806,21.968465,1053.9548918,1075.1795736
39,synchelloworld,ep3,1,10,pywinder-wrk1-stp-10,,101923,339.7256449514195,203846,0,101923,339.7256449514195,100,1,100,100,0.0019391108974440002,1.023,0.002,0.001,0.002,0.002,0.000258783591534,0.898,0.0,0.0,0.0,0.0,272.31221458356305,922.316,291.081,4.093,309.3486,315.348,0.10498743168865801,9.484,0.033,0.021,0.298,0.364899999999994,0.010928249757158,0.448,0.011,0.006,0.012,0.013000000000000001,0,0,0,0,0,0,272.1962989021076,922.26,290.956,4.054,309.2298,315.2299,272.4057043978248,922.367515,291.173629,4.165549,309.46200980000003,315.4762618
40,syncmixworkloads,consumption,4,1,pywinder-nologging-wrk4-stp-1,no logging in _handle__invocation_request,969,3.141710458835821,969,0,969,3.141710458835821,50,1,50,50,0.019028895768833,0.755,0.002,0.001,0.004,0.24759999999999902,0.011600619195046001,0.369,0.0,0.0,0.0,0.17419999999999902,13840.367725490194,36074.116,10885.832,1028.515,24976.624000000003,26862.4006,0.40184829721362103,301.654,0.051000000000000004,0.023,0.1086,0.32059999999999905,0.017689370485036,0.11800000000000001,0.015,0.007,0.0222,0.038,0,0,0,0,0,0,13839.948187822518,36074.04,10885.768,1028.452,24976.531000000003,26862.3252,13840.287124971099,36073.158113,10885.631916,1029.545993,24975.976765400002,26861.7135772
41,asyncsendingasyncrequests,consumption,1,5,pywinder-wrk1-stp-none,,32282,107.58540133623855,32282,0,32282,107.58540133623855,100,1,100,100,0.0032851434235780003,1.213,0.002,0.001,0.003,0.003,0.000916083266216,0.971,0.0,0.0,0.0,0.0,860.3910583916729,2373.249,904.3945,13.799,1001.8369,1031.0475499999989,0.19200387212687903,70.786,0.041,0.022,0.178,0.292,0.013450994362182,0.326,0.013000000000000001,0.007,0.017,0.019,0,0,0,0,0,0,860.1856035251838,2373.138,904.2815,13.75,1001.7116,1030.5448,860.5176851839713,2373.258143,904.5470955000001,13.878123,1001.9584504000001,1031.18141165
42,syncsendingsyncrequests,ep2,1,1,pywinder-wrk1-stp-1,,3782,12.327853641505033,3780,2,3782,12.327853641505033,100,4,100,100,0.010427815970387002,1.226,0.002,0.001,0.003,0.004,0.005938127974616,1.091,0.0,0.0,0.0,0.0,7478.698187202508,22954.315,4772.282499999999,3653.07,16932.618700000003,20120.743250000003,0.059403490216817005,1.251,0.044,0.034,0.068,0.14394999999999902,0.014274457958752,0.202,0.013000000000000001,0.009000000000000001,0.015,0.019949999999999003,0,0,0,0,0,0,7478.624509254369,22954.223,4772.228,3652.673,16932.5161,20120.6868,7478.672328051013,22953.733132,4772.253656000001,3653.063201,16932.489841000002,20120.243339099998
43,asyncsendingasyncrequests,consumption,4,10,pywinder-wrk4-stp-10,,25618,85.36856848074086,25618,0,25618,85.36856848074086,100,1,100,100,0.004595011320164001,1.508,0.002,0.001,0.004,0.005,0.0013030291201490002,0.994,0.0,0.0,0.0,0.0,1084.9393684909073,4498.784,891.3755,17.589,2204.1569,2800.1253500000003,0.741441681630111,207.635,0.05,0.015,0.33629999999999904,0.577,0.017151807322974,1.704,0.016,0.005,0.023,0.026000000000000002,0,0,0,0,0,0,1084.1807750019575,4498.708,891.1225,17.526,2203.9674999999997,2799.8139499999997,1085.0355485157345,4498.762927,891.4887695,17.717019,2204.1978289999997,2800.174728
44,synchelloworld,ep3,4,1,pywinder-nologging-wrk4-stp-1,no logging in _handle__invocation_request,179653,598.7705647465997,359306,0,179653,598.7705647465997,100,1,100,100,0.0026436073987080003,1.683,0.002,0.001,0.003,0.004,0.000208986212309,1.5819999999999999,0.0,0.0,0.0,0.0,154.44848826348567,677.035,114.061,3.366,324.49820000000034,397.15219999999994,0.316411409773285,55.904,0.045,0.015,0.597,0.918,0.014842218053691,0.34500000000000003,0.014,0.005,0.018000000000000002,0.021,0,0,0,0,0,0,154.11723463565988,676.734,113.761,3.312,324.0572000000001,396.928,154.55984238914616,677.12484,114.170415,3.469457,324.6012498000001,397.2735418
45,asynccpuintensive,ep3,4,1,pywinder-nologging-wrk4-stp-1,no logging in _handle__invocation_request,3290,10.956534246404495,3290,0,3290,10.956534246404495,25,1,25,25,0.004587841945289,1.92,0.002,0.001,0.002,0.003,0.001777811550151,1.039,0.0,0.0,0.0,0.0,2006.3782802431658,3809.412,2205.502,326.006,3091.242,3508.665649999999,0.16191489361702002,4.5,0.048,0.022,0.41300000000000003,0.48109999999999903,0.013228571428571001,0.13,0.012,0.007,0.014,0.021,0,0,0,0,0,0,2006.2031367781115,3809.363,2205.4224999999997,325.943,3091.1892000000003,3508.612799999999,2006.520458060789,3809.38388,2205.525358,326.084859,3091.2525732,3508.653143299999
46,synchtmlparsing,ep3,4,20,pywinder-wrk4-stp-none,,31431,104.76190888857018,62862,0,31431,104.76190888857018,50,1,50,50,0.0032764468200180002,0.812,0.003,0.001,0.004,0.004,0.00035703604721400005,0.322,0.0,0.0,0.0,0.0,416.98515771053707,1952.852,250.17,22.123,1064.774,1324.0455,0.19743959784925103,22.765,0.048,0.019,0.432,0.6940000000000001,0.15911402755241602,7.306,0.154,0.093,0.189,0.211,0,0,0,0,0,0,416.6286040851413,1952.639,249.745,21.881,1064.149,1323.464,418.0859750681185,1953.914303,251.341715,23.189651,1065.723791,1325.2877565
47,asynccpuintensivesleep,ep3,4,1,pywinder-wrk4-stp-1,,555,1.809036355636482,555,0,555,1.809036355636482,25,1,25,25,0.020535135135135,0.719,0.002,0.001,0.003,0.026899999999999,0.012796396396396001,0.481,0.0,0.0,0.0,0.0,12115.144178378381,15210.682,12975.436,2145.668,15114.4094,15165.7258,0.171459459459459,7.673,0.076,0.023,0.45120000000000005,0.584,0.017780180180180002,0.167,0.012,0.008,0.029,0.038,0,0,0,0,0,0,12114.954938738727,15210.645,12975.367,2145.621,15114.1032,15165.6707,12115.002044381978,15210.305906,12975.142493,2145.683969,15114.1815374,15165.402951400001
48,syncsendingsyncrequests,consumption,1,10,pywinder-wrk1-stp-10,,9910,33.02933876510308,9910,0,9910,33.02933876510308,100,1,100,100,0.005986478304743001,0.898,0.002,0.001,0.003,0.004,0.002672653884964,0.631,0.0,0.0,0.0,0.0,2808.757500302716,3785.403,3309.4215,48.755,3504.6262,3557.77095,0.18602805247225102,70.851,0.048,0.022,0.164,0.29454999999999903,0.014833198789102001,0.138,0.014,0.007,0.018000000000000002,0.021,0,0,0,0,0,0,2808.5566390514605,3785.355,3309.319,48.695,3504.5543,3557.6562,2809.00634087599,3785.387759,3309.727708,48.851009,3505.1737293,3557.93336635
49,asynchelloworld,ep3,4,10,pywinder-nologging-wrk4-stp-10,no logging in _handle__invocation_request,176181,587.2025108580855,352362,0,176181,587.2025108580855,100,1,100,100,0.002400168009037,0.9400000000000001,0.002,0.001,0.003,0.003,0.000158104449401,0.767,0.0,0.0,0.0,0.0,157.4830987961248,700.848,102.588,3.007,395.973,482.975,0.29661723454859,110.019,0.04,0.013000000000000001,0.536,0.8220000000000001,0.013887899376205002,0.79,0.013000000000000001,0.005,0.017,0.02,0,0,0,0,0,0,157.17259366220364,700.803,102.353,2.9779999999999998,395.755,482.738,157.58491457845207,700.947892,102.687486,3.072,396.083036,483.068354
50,syncsendingsyncrequests,ep3,1,10,pywinder-nologging-wrk1-stp-10,no logging in _handle__invocation_request,14701,48.970343808288966,14701,0,14701,48.970343808288966,100,1,100,100,0.004897762057002,1.463,0.002,0.001,0.003,0.004,0.0017437589279640001,1.381,0.0,0.0,0.0,0.0,1895.0115115298277,6585.448,1169.74,47.359,3536.382,3636.076,0.11635235698251802,5.672,0.052000000000000005,0.023,0.307,0.423,0.015666349227943,0.216,0.014,0.006,0.02,0.023,0,0,0,0,0,0,1894.8794928236182,6585.384,1169.403,47.305,3536.329,3636.017,1895.078531715732,6585.378652,1169.873054,47.476165,3536.40289,3636.068685
51,asynccpuintensive,ep3,4,1,pywinder-wrk4-stp-1,,3249,10.827988231973087,3249,0,3249,10.827988231973087,25,1,25,25,0.004416435826408,0.649,0.002,0.001,0.002,0.003,0.0016238842720830001,0.336,0.0,0.0,0.0,0.0,2028.0409242843937,2817.948,2322.22,320.742,2581.6760000000004,2664.9806,0.20386734379809202,7.782,0.075,0.023,0.46,0.5456,0.013328716528162001,0.129,0.012,0.007,0.015,0.018000000000000002,0,0,0,0,0,0,2027.8237282240661,2817.887,2322.036,320.678,2581.1618,2664.8838,2028.111328907978,2817.961578,2322.265318,321.06198,2581.704003,2665.0004834
52,asyncsendingsyncrequests,consumption,1,10,pywinder-wrk1-stp-10,,3712,12.370682584704692,3712,0,3712,12.370682584704692,100,1,100,100,0.012948545258622001,1.626,0.002,0.001,0.003,0.004,0.007703394396551001,1.482,0.0,0.0,0.0,0.0,7520.82981788795,23372.886,4967.8904999999995,47.483,18653.101000000002,20719.78165,0.06623141163793,5.629,0.047,0.034,0.07,0.187,0.015536099137931001,0.148,0.014,0.008,0.016,0.018000000000000002,0,0,0,0,0,0,7520.748050377139,23372.825,4967.8305,47.417,18652.9491,20719.71625,7520.728439544735,23372.297561,4967.8476595,47.599632,18652.6711576,20719.2823441
53,asynccpuintensive,consumption,1,1,pywinder-wrk1-stp-1,,757,2.5089482118553743,757,0,757,2.5089482118553743,25,1,25,25,0.013404227212681,1.056,0.002,0.001,0.003,0.017,0.0077107001321,0.493,0.0,0.0,0.0,0.0,8785.03645706738,22150.375,9220.987,3009.246,9338.3594,9382.1,0.09393659180977501,9.93,0.045,0.033,0.10300000000000001,0.174799999999999,0.015142668428005001,0.10400000000000001,0.012,0.009000000000000001,0.028,0.034199999999999,0,0,0,0,0,0,8784.927377807137,22150.188,9220.645,3009.192,9338.2458,9382.0412,8784.900989771459,22151.048765,9220.801151,3009.261359,9338.2354664,9381.9220936
54,synccpuintensive,consumption,4,10,pywinder-wrk4-stp-10,,600,1.9978593669431641,600,0,600,1.9978593669431641,25,1,25,25,0.021491666666666003,1.054,0.002,0.001,0.003,0.005049999999999001,0.013354999999999999,0.539,0.0,0.0,0.0,0.0,11096.194660000003,17972.319,12099.1945,351.199,14235.928,14687.35005,0.464049999999999,80.232,0.048,0.024,0.08610000000000001,0.170549999999999,0.017234999999999,0.159,0.014,0.008,0.02,0.029,0,0,0,0,0,0,11095.713375000007,17972.242,12099.075,350.481,14235.7737,14687.28435,11095.999286499999,17971.925214,12098.940479500001,352.575172,14236.104223600001,14687.027861949999
55,asynchelloworld,consumption,4,10,pywinder-wrk4-stp-10,,32693,108.95957926224816,65386,0,32693,108.95957926224816,100,1,100,100,0.004334291744408,1.379,0.002,0.001,0.004,0.005,0.001187257211023,1.139,0.0,0.0,0.0,0.0,849.8879668124721,2898.657,795.896,4.135,1491.0938,1784.6743999999994,0.6984357201847611,196.652,0.046,0.015,0.328,0.596399999999997,0.016699293426726002,0.462,0.016,0.006,0.022,0.026000000000000002,0,0,0,0,0,0,849.1728317988595,2898.618,795.7,4.09,1490.8547999999998,1782.4967999999997,849.997505380905,2898.681703,796.026628,4.20406,1491.2136672,1784.7818181999992
56,synccpuintensivesleep,ep3,4,20,pywinder-wrk4-stp-none,,1429,4.7384914915842415,1429,0,1429,4.7384914915842415,25,1,25,25,0.009165150454863,0.8210000000000001,0.002,0.001,0.002,0.003,0.004773268019594001,0.419,0.0,0.0,0.0,0.0,4628.7658544436645,6031.61,4867.887,2156.872,5428.6708,5542.6104,0.06614135759272201,3.469,0.042,0.025,0.095,0.151599999999999,0.014988103568929002,0.123,0.012,0.007,0.027,0.029599999999999002,0,0,0,0,0,0,4628.684724982496,6031.521,4867.801,2156.783,5428.593,5542.557999999999,4628.744497844645,6031.58518,4867.837813,2156.897308,5428.684321600001,5542.537701
57,syncmixworkloads,ep3,4,20,pywinder-wrk4-stp-none,,4076,13.534697758377778,4053,23,4076,13.534697758377778,50,1,50,50,0.008131746810598,1.508,0.002,0.001,0.003,0.004,0.004149901864573,1.054,0.0,0.0,0.0,0.0,3234.0404411187437,60010.057,2910.1655,801.889,3968.7200000000003,4395.796249999999,0.085399165848871,11.069,0.047,0.0,0.1555,0.29,0.014856476938174,0.14400000000000002,0.013000000000000001,0.008,0.018000000000000002,0.021,0,0,0,0,0,0,3233.9401854759544,60010.044,2910.103,801.824,3968.661,4395.51275,3234.060744494603,60008.383998,2910.1900585,801.97978,3968.7243129999997,4395.79396525
58,asynchelloworld,consumption,4,1,pywinder-wrk4-stp-1,,34033,113.42326535499406,68066,0,34033,113.42326535499406,100,1,100,100,0.004180236828959,1.654,0.002,0.001,0.004,0.004,0.001158316927687,1.457,0.0,0.0,0.0,0.0,816.3252173184827,2802.056,719.65,4.379,1395.3354,1690.5305999999998,0.663520171598156,191.391,0.044,0.015,0.304,0.5680000000000001,0.016174154497104,0.767,0.015,0.005,0.022,0.025,0,0,0,0,0,0,815.6455229923845,2801.247,717.448,4.338,1395.1182,1690.3318,816.4294573379973,2802.087973,719.721209,4.460319,1395.4215636000001,1690.6259183999998
59,asyncsendingsyncrequests,consumption,4,10,pywinder-wrk4-stp-10,,9905,32.824467918440426,9905,0,9905,32.824467918440426,100,4,100,100,0.0061206461383150005,1.637,0.002,0.001,0.003,0.004,0.0025539626451280004,0.595,0.0,0.0,0.0,0.0,2811.1620834931855,12417.249,2430.808,42.801,5900.819000000002,7129.875599999999,0.24996143361938203,87.413,0.048,0.018000000000000002,0.16460000000000002,0.335,0.015379707218576,0.262,0.014,0.006,0.02,0.023,0,0,0,0,0,0,2810.8967423523477,12417.201,2430.749,42.745,5900.760800000003,7129.639199999999,2811.4175494600618,12426.860166,2430.836101,42.909449,5900.820366200002,7130.1869695999985
60,synccpuintensive,consumption,1,10,pywinder-wrk1-stp-10,,768,2.559303204109649,768,0,768,2.559303204109649,25,1,25,25,0.012248697916666001,0.646,0.002,0.001,0.0023000000000000004,0.014949999999999,0.007100260416666001,0.323,0.0,0.0,0.0,0.0,8639.54888671875,12234.801,9635.517,334.818,10533.1962,10813.20145,0.11099479166666601,12.747,0.042,0.025,0.09860000000000001,0.28,0.014622395833333001,0.11900000000000001,0.011,0.008,0.0223,0.031649999999999005,0,0,0,0,0,0,8639.42326953124,12234.714,9635.4565,334.64,10533.092200000001,10813.1382,8639.409259152342,12234.580927,9635.483442,334.894229,10533.1562504,10812.97610925
61,asynchelloworld,consumption,1,10,pywinder-wrk1-stp-10,,37712,125.69738014422163,75424,0,37712,125.69738014422163,100,1,100,100,0.0031948716588870003,0.9500000000000001,0.002,0.001,0.003,0.003,0.0009197072549850001,0.812,0.0,0.0,0.0,0.0,736.3798770948238,968.03,795.2425000000001,4.103,831.8784,876.40415,0.195146664191773,146.175,0.036000000000000004,0.02,0.154,0.258,0.013152869113279002,0.224,0.012,0.007,0.017,0.018000000000000002,0,0,0,0,0,0,736.1715775615168,967.965,795.1575,4.062,828.8671000000002,876.28745,736.5111304448994,968.120358,795.3659695,4.178799,832.2037087000003,876.60111785
62,asynccpuintensivesleep,consumption,1,1,pywinder-wrk1-stp-1,,142,0.43105978972618103,142,0,142,0.43105978972618103,25,1,25,25,0.0675,1.315,0.002,0.001,0.3068,0.346749999999999,0.044154929577464,0.491,0.0,0.0,0.22290000000000001,0.26485000000000003,46222.265471831,58808.454,55829.734,2324.994,55999.880399999995,58673.1361,0.47583802816901305,54.424,0.0465,0.035,0.11370000000000001,0.34289999999999904,0.027309859154929002,0.5680000000000001,0.013000000000000001,0.01,0.051800000000000006,0.059949999999999004,0,0,0,0,0,0,46221.76232394367,58808.398,55829.6805,2324.17,55999.7771,58673.0667,46224.70570482395,58806.891937,55834.425921999995,2325.637494,56010.1678792,58671.579277950004
63,asyncsendingasyncrequests,ep3,4,1,pywinder-wrk4-stp-1,,112765,375.8395242255912,112765,0,112765,375.8395242255912,100,1,100,100,0.002583682880327,1.468,0.002,0.001,0.003,0.004,0.00023669578326600003,1.29,0.0,0.0,0.0,0.0,246.13569356626942,1592.4,172.639,11.118,586.6748,679.9999999999999,0.23005743803484602,43.526,0.044,0.013000000000000001,0.449,0.667,0.014143058573131001,0.359,0.014,0.005,0.018000000000000002,0.02,0,0,0,0,0,0,245.89149306965606,1592.343,172.342,11.063,586.4204000000001,679.6461999999998,246.23048221534006,1592.453059,172.731594,11.238344,586.7642362,680.0824467999997
64,synchelloworld,consumption,1,1,pywinder-nologging-wrk1-stp-1,no logging in _handle__invocation_request,54611,182.01130217829945,109222,0,54611,182.01130217829945,100,1,100,100,0.002623555693907,1.185,0.002,0.001,0.003,0.003,0.000513815897896,1.044,0.0,0.0,0.0,0.0,508.4466867480938,772.659,519.527,3.329,596.725,603.476,0.21704956876821702,78.034,0.037,0.021,0.197,0.3145,0.013051766127700001,0.47400000000000003,0.012,0.006,0.017,0.019,0,0,0,0,0,0,508.21658541319835,772.607,519.351,3.276,596.625,603.3685,508.53251064124356,772.730116,519.609257,3.416929,596.816121,603.5598315
65,synchtmlparsing,ep3,4,1,pywinder-nologging-wrk4-stp-1,no logging in _handle__invocation_request,938,2.8946783711289292,1436,440,938,2.8946783711289292,50,1,50,50,0.09625692963752601,8.455,0.002,0.001,0.34030000000000005,0.39230000000000004,0.075043710021321,8.326,0.0,0.0,0.2656,0.31015000000000004,14092.279006396591,60007.077,24.926499999999997,20.221,60003.409,60005.0471,0.043480810234541006,1.256,0.043000000000000003,0.0,0.058,0.078,0.16079317697228102,0.51,0.133,0.083,0.25260000000000005,0.29344999999999904,0,0,0,0,0,0,14092.074732409394,60006.959,24.674500000000002,20.074,60003.2755,60004.93195,14093.055694962664,60006.319421,26.2648285,21.060185,60002.6811774,60004.22092145
66,asyncsendingsyncrequests,ep3,4,1,pywinder-wrk4-stp-1,,16769,55.88732584531597,16769,0,16769,55.88732584531597,100,1,100,100,0.0045702188562220004,1.069,0.002,0.001,0.003,0.004,0.001604806488162,0.561,0.0,0.0,0.0,0.0,1657.2760028624255,6008.98,1167.845,42.287,4377.715600000002,5338.182399999999,0.104752102093146,26.854,0.047,0.017,0.268,0.390599999999998,0.013965650903453001,0.195,0.013000000000000001,0.006,0.017,0.019,0,0,0,0,0,0,1657.1572851094313,6008.938,1167.754,42.246,4377.632200000002,5337.584599999999,1657.452583363341,6008.918818,1167.953419,42.357533,4377.711372600002,5338.151417599999
67,asynchelloworld,consumption,1,1,pywinder-nologging-wrk1-stp-1,no logging in _handle__invocation_request,48830,162.73030186854243,97660,0,48830,162.73030186854243,100,1,100,100,0.003968011468362001,12.622,0.002,0.001,0.003,0.004,0.0006295719844350001,1.311,0.0,0.0,0.0,0.0,568.5914252918315,1696.3,596.4855,3.33,679.896,694.0423499999999,0.251112533278747,89.519,0.04,0.019,0.189,0.30754999999999505,0.014622138029895001,6.753,0.013000000000000001,0.006,0.018000000000000002,0.02,0,0,0,0,0,0,568.3256906205199,1696.243,596.3855,3.297,679.7119,693.91155,568.7215624418535,1696.352377,596.582192,3.395186,680.03134,694.1536265
68,syncsendingsyncrequests,consumption,4,10,pywinder-wrk4-stp-10,,8343,27.80575684150599,8343,0,8343,27.80575684150599,100,1,100,100,0.006964880738344,0.81,0.003,0.001,0.004,0.005,0.0028639578089410004,0.592,0.0,0.0,0.0,0.0,3340.226695193574,40970.609,2486.597,201.647,6987.2622,8393.403799999998,0.6703616205201931,104.482,0.056,0.019,0.182,0.448899999999999,0.017919573294978,0.308,0.017,0.007,0.024,0.028,0,0,0,0,0,0,3339.538413999763,40970.493,2485.86,201.594,6987.1186,8393.339299999998,3340.2655974855616,40969.911525,2486.661692,201.732543,6987.171784200001,8393.279980799998
69,syncsendingsyncrequests,ep3,4,10,pywinder-nologging-wrk4-stp-10,no logging in _handle__invocation_request,45106,150.32039312451997,45106,0,45106,150.32039312451997,100,1,100,100,0.0034308296013810004,1.05,0.002,0.001,0.004,0.004,0.000550835808983,0.877,0.0,0.0,0.0,0.0,616.0594883385814,6926.484,257.7505,44.074,1888.635,2009.461,0.24175905644482001,98.021,0.054,0.016,0.3665,0.638,0.015898683102025,0.705,0.015,0.005,0.021,0.023,0,0,0,0,0,0,615.8018305990328,6926.417,257.485,43.718,1888.4585,2009.2317500000001,616.1627049045543,6926.452314,257.86008000000004,44.156601,1888.705642,2009.50363575
70,asynchelloworld,ep3,1,10,pywinder-nologging-wrk1-stp-10,no logging in _handle__invocation_request,140830,469.3789855051983,281660,0,140830,469.3789855051983,100,1,100,100,0.002102904210753,0.716,0.002,0.001,0.003,0.003,0.000143364339984,0.294,0.0,0.0,0.0,0.0,197.0396453738526,552.476,211.667,3.088,237.31,251.25955,0.12317534616205401,11.0,0.037,0.019,0.343,0.443,0.012740666051247001,0.522,0.012,0.006,0.015,0.017,0,0,0,0,0,0,196.90372936164295,552.374,211.524,3.05,237.1521,251.11139999999992,197.12855986535163,552.60568,211.7557665,3.152703,237.40292110000001,251.36233705
71,asyncsendingasyncrequests,consumption,1,10,pywinder-wrk1-stp-10,,32359,107.84837080986173,32359,0,32359,107.84837080986173,100,1,100,100,0.0033329830958910003,1.2570000000000001,0.002,0.001,0.003,0.003,0.000954139497512,1.039,0.0,0.0,0.0,0.0,858.4809609691283,1302.557,905.467,12.926,990.1111999999999,997.9363999999999,0.21207447696158502,72.299,0.038,0.021,0.197,0.307,0.013108254272381001,0.365,0.012,0.006,0.016,0.018000000000000002,0,0,0,0,0,0,858.2557782378957,1302.501,905.366,12.879,989.9842,997.8345999999999,858.5494152130467,1302.587595,905.544117,13.017476,990.1669308,998.0079076
72,synchelloworld,ep3,4,10,pywinder-wrk4-stp-10,,123267,410.82481168829736,246534,0,123267,410.82481168829736,100,1,100,100,0.0025520698970540002,1.2770000000000001,0.002,0.001,0.003,0.003,0.00027615663559500003,1.176,0.0,0.0,0.0,0.0,225.16068087972056,1288.697,140.119,4.02,581.0474,706.0595000000001,0.24650525282513602,50.369,0.043000000000000003,0.014,0.484,0.712,0.013974770214241001,1.451,0.013000000000000001,0.005,0.018000000000000002,0.021,0,0,0,0,0,0,224.90020085667803,1288.653,139.709,3.9859999999999998,580.7614,705.7456999999999,225.26238771977054,1288.764271,140.216269,4.08885,581.1207050000003,706.1481765999999
73,asynccpuintensivesleep,consumption,4,1,pywinder-nologging-wrk4-stp-1,no logging in _handle__invocation_request,362,1.146624562021487,362,0,362,1.146624562021487,25,1,25,25,0.027312154696132,0.8230000000000001,0.002,0.001,0.0039000000000000003,0.267699999999999,0.016988950276243,0.484,0.0,0.0,0.0,0.193699999999999,18848.082817679544,33445.618,17755.217,2688.031,26191.1368,27064.0936,0.39387569060773603,58.389,0.047,0.036000000000000004,0.1448,0.321099999999999,0.01685635359116,0.18,0.013000000000000001,0.01,0.019,0.037949999999999005,0,0,0,0,0,0,18847.672085635357,33445.55,17755.1575,2687.575,26191.0789,27064.0337,18847.65811715194,33444.723696,17754.791437,2688.34277,26190.4538818,27063.400436699998
74,synchtmlparsing,consumption,1,5,pywinder-wrk1-stp-none,,9687,32.28452346866894,19374,0,9687,32.28452346866894,50,1,50,50,0.0041685764426550006,1.28,0.002,0.001,0.003,0.004,0.001236192835759,0.398,0.0,0.0,0.0,0.0,1356.557488076802,2649.887,1508.728,21.628,1658.2192,1723.8555,0.18148601218127303,71.153,0.043000000000000003,0.02,0.178,0.358699999999998,0.145594817797047,0.422,0.139,0.084,0.181,0.199,0,0,0,0,0,0,1356.2304072468207,2649.674,1508.415,21.477,1657.9952,1723.6072999999997,1357.6105268959448,2650.880368,1509.984251,22.616782,1659.1859516,1724.9142395999997
75,asynccpuintensive,ep3,1,10,pywinder-wrk1-stp-10,,848,2.815595641366307,848,0,848,2.815595641366307,25,1,25,25,0.012757075471698002,0.8240000000000001,0.002,0.001,0.002,0.003,0.00762146226415,0.518,0.0,0.0,0.0,0.0,7829.6779988207645,18037.731,8331.105,1967.638,8447.126,8463.6716,0.13604952830188702,1.583,0.055,0.032,0.3996,0.501649999999999,0.014214622641509002,0.145,0.011,0.009000000000000001,0.016,0.029,0,0,0,0,0,0,7829.527734669816,18037.398,8330.9655,1967.104,8447.0136,8463.6116,7829.567585439856,18038.246165,8330.943289499999,1967.71887,8446.998269,8463.537219799999
76,asynccpuintensivesleep,ep3,4,10,pywinder-wrk4-stp-10,,550,1.778567752179491,550,0,550,1.778567752179491,25,1,25,25,0.018190909090909,0.751,0.002,0.001,0.003,0.025549999999999,0.010776363636363001,0.488,0.0,0.0,0.0,0.0,12284.95619636364,15486.594,13168.403,2156.223,15419.578500000001,15446.996449999999,0.15123818181818102,7.886,0.069,0.023,0.37810000000000005,0.5115500000000001,0.018239999999999,0.132,0.012,0.007,0.031100000000000003,0.044549999999999,0,0,0,0,0,0,12284.786718181822,15486.503,13168.166000000001,2156.121,15419.4723,15446.9478,12284.72516154545,15486.253086,13168.111103,2156.280763,15419.2054318,15446.66013615
